25524.6,7705.87,2.38419e-07
25524.6,7705.87,0.00834703
21667.1,7020.75,0.970011
21309.5,6964.24,0.974278
17325.5,6134.7,0.981381
10994.4,4923.88,0.996008
2953.29,2010.44,1.00064
2744.37,1943.95,1.97013
2655.88,1934.49,1.97433
2255.24,1845.95,1.9815
1045.38,794.577,1.99519
937.291,918.943,2.00017
879.344,873.092,2.97017
839.804,866.399,2.9745
725.369,707.857,2.98183
571.504,441.649,2.99544
506.705,488.379,3.00041
478.129,454.654,3.97028
461.106,459.915,3.97363
441.967,432.513,3.981
356.847,306.139,3.99559
352.724,341.602,4.00051
340.061,339.044,4.9705
323.537,324.563,4.97372
304.874,296.386,4.98122
273.191,220.828,4.99614
268.609,271.682,5.00054
256.525,268.324,5.97048
242.899,247.876,5.97382
236.849,238.565,5.98141
215.308,171.837,5.99528
209.279,193.376,6.00076
202.603,192.883,6.97059
194.001,190.78,6.97406
187.378,180.678,6.98158
174.688,146.332,6.99551
169.531,150.999,7.00101
164.659,158.783,7.96974
156.847,140.327,7.97419
153.278,135.814,7.98192
145.983,117.502,7.99568
140.719,122.585,8.00029
137.13,133.105,8.96967
130.298,114.261,8.97411
127.458,111.943,8.98122
122.816,101.787,8.99595
118.871,101.055,9.00163
114.902,104.058,9.96981
110.091,92.9906,9.97426
107.962,90.1912,9.98142
104.624,83.1187,9.9962
101.385,82.4701,10.0009
99.3982,82.6581,10.9698
95.745,84.7448,10.9735
94.0906,85.0694,10.9818
91.6859,82.1142,10.9956
89.0848,80.2952,11.0009
85.8618,83.2359,11.9698
83.7176,79.6131,11.9738
82.3542,76.9208,11.981
80.4372,74.33,11.9961
78.3624,72.6864,12.0006
77.6537,83.1042,12.9701
73.9096,68.5607,12.9738
72.7921,69.0812,12.9812
71.3721,67.4477,12.9952
69.8603,66.3219,13.0008
67.6437,75.3323,13.9702
65.934,65.3137,13.9739
65.0275,63.5949,13.9814
64.0106,65.2105,13.9953
62.5168,61.3715,14.0007
61.9449,71.1193,14.9702
59.0161,58.0861,14.9741
58.3523,59.9645,14.9816
57.1858,58.212,14.9955
56.1572,55.731,15.0009
54.3067,59.5822,15.9702
52.7504,48.7402,15.9743
52.0072,46.7047,15.981
51.2391,46.4981,15.9957
50.2326,45.697,16.001
49.5868,51.9667,16.9705
47.7029,49.2312,16.9745
47.0458,49.0336,16.9813
46.2997,47.9865,16.996
45.5569,46.2944,17.0001
44.6997,55.6118,17.9697
43.1628,42.2216,17.9736
42.641,42.4494,17.9813
42.0494,41.8729,17.9953
41.3762,40.8949,18.0001
40.5942,45.8905,18.9698
39.3977,43.2952,18.9738
38.9068,43.2506,18.9817
38.3464,42.7474,18.9955
37.7975,41.485,19.0002
37.3228,49.5654,19.9698
36.0291,38.127,19.9739
35.6476,38.3219,19.9818
35.2276,37.644,19.9957
34.751,37.0379,20.0003
34.1774,45.9603,20.9701
33.0427,35.1617,20.974
32.7039,35.641,20.9819
32.283,35.2097,20.996
31.8677,34.3404,21.0007
31.297,38.6997,21.9702
30.4798,35.7811,21.9742
30.1104,35.1644,21.9813
29.7383,34.3358,21.9961
29.4098,33.6452,22.0001
29.1171,41.4195,22.9704
28.1707,32.3037,22.9744
27.8665,32.8754,22.9815
27.5689,32.4607,22.9962
27.2541,31.95,23.0002
26.7871,39.0704,23.9706
25.9936,29.2629,23.9736
25.7459,29.954,23.9815
25.4393,29.5128,23.9954
25.2131,28.8224,24.0002
24.8291,32.8633,24.9697
24.0945,28.4507,24.9739
23.8092,28.6391,24.9816
23.6019,29.5758,24.9955
23.3319,27.9107,25.0004
22.9522,31.0643,25.9698
22.3151,26.6302,25.9739
22.0859,27.2813,25.9818
21.8359,27.823,25.9958
21.6356,25.9627,26.0007
21.3252,29.3054,26.9699
20.7356,25.4881,26.9739
20.5196,25.475,26.9812
20.3419,26.7761,26.996
20.0979,25.2405,27.0009
19.8159,28.4532,27.97
19.3116,24.9015,27.9742
19.0853,25.3315,27.9812
18.8576,24.4667,27.9954
18.7125,23.845,28.001
18.4507,26.8816,28.9701
17.9847,23.5137,28.9742
17.7828,23.4243,28.9812
17.6356,24.5899,28.9955
17.4345,23.2333,29.0002
17.1966,25.9965,29.97
16.8342,24.2836,29.9741
16.6511,24.2064,29.9813
16.4719,24.4429,29.9958
16.3103,22.7817,30.0003
16.1668,27.7557,30.97
15.7611,22.0369,30.9742
15.6071,22.6012,30.9815
15.4453,22.489,30.996
15.2896,22.0087,31.0005
15.0927,26.8938,31.9699
14.7789,22.0986,31.9744
14.6259,22.0333,31.9818
14.4822,21.7462,31.9953
14.364,21.318,32.0008
14.2347,26.0827,32.9702
13.8898,20.7244,32.9746
13.7545,21.0265,32.9811
13.6396,21.7195,32.9955
13.4944,20.6542,33.0009
13.3296,25.2184,33.9704
13.0154,19.5144,33.9737
12.8913,20.3923,33.981
12.7419,19.7046,33.9958
12.6353,18.9704,34.0004
12.4632,21.2288,34.9707
12.2256,19.8054,34.9741
12.0968,19.6795,34.9811
11.9825,19.6612,34.9961
11.8638,19.3786,35.0005
11.7709,23.4542,35.97
11.4933,18.5751,35.974
11.378,19.4001,35.9814
11.2586,18.8149,35.9954
11.1604,18.3156,36.0012
11.015,22.2128,36.9702
10.8056,18.2543,36.974
10.7049,18.3654,36.9816
10.6016,18.2045,36.9954
10.5047,17.8632,37.0001
10.422,21.8211,37.9705
10.1833,17.303,37.9742
10.0829,18.0717,37.9818
9.97778,17.795,37.9955
9.88821,17.302,38.0002
9.76455,20.8651,38.9705
9.5532,16.1334,38.9743
9.45935,16.8354,38.982
9.37106,16.4069,38.9962
9.29509,16.1442,39.0006
9.17586,17.9234,39.9698
8.9813,15.5537,39.9743
8.89079,16.0445,39.9813
8.81086,16.4727,39.9962
8.72312,15.517,40.0005
8.61912,17.2282,40.9699
8.46492,16.0462,40.9745
8.38004,16.484,40.9814
8.28627,15.9532,40.9953
8.21558,15.4574,41.0006
8.15033,18.6682,41.9699
7.96354,14.7255,41.9737
7.88857,15.4835,41.9817
7.81312,15.2759,41.9957
7.73941,15.0222,42.0019
7.62749,16.5247,42.9702
7.49108,14.1711,42.9743
7.4132,14.3692,42.9818
7.33453,14.1304,42.9958
7.27769,13.7883,43.001
7.20779,15.5536,43.9706
7.07599,14.5876,43.9738
6.99714,14.5798,43.981
6.93854,15.161,43.996
6.86725,14.2511,44.0003
6.80591,17.0645,44.9698
6.67809,13.8935,44.9737
6.61466,14.2209,44.9812
6.55081,14.5117,44.9962
6.48622,13.5207,45.0003
6.42536,16.4037,45.9698
6.29487,13.0672,45.974
6.2332,13.7933,45.9811
6.16921,13.3557,45.9955
6.11216,13.0374,46.0005
6.03382,14.2957,46.97
5.94363,13.4078,46.9741
5.88307,13.568,46.9813
5.82168,13.2362,46.9955
5.76756,12.9335,47.0008
5.72936,15.4426,47.9702
5.6109,12.3824,47.9741
5.55988,13.0063,47.9816
5.50255,12.8218,47.9958
5.45091,12.4929,48.0008
5.3885,14.9737,48.9702
5.29005,11.8542,48.9741
5.23609,12.362,48.9817
5.1839,11.9481,48.996
5.13616,11.6909,49.0024
5.07948,12.7853,49.9702
4.99812,12.0145,49.974
4.95087,12.1738,49.9813
4.90064,12.1294,49.9965
4.85658,11.7744,50.0002
4.8209,14.1488,50.9703
4.72406,11.3424,50.9739
4.67504,11.9902,50.9811
4.63012,11.693,50.9956
4.59155,11.4936,51.0003
4.52899,12.4513,51.9704
4.47009,11.795,51.974
4.42592,11.6239,51.9812
4.38595,12.0675,51.9959
4.33925,11.3682,52.0005
4.31561,13.4262,52.9697
4.22453,10.9252,52.9745
4.18405,11.9274,52.9815
4.13689,11.4071,52.996
4.10537,11.1658,53.0008
4.0418,11.9321,53.97
3.98168,10.1751,53.9736
3.94181,10.2119,53.9817
3.9075,10.7426,53.9961
3.86179,10.0372,54.0011
3.83042,11.1352,54.9699
3.76384,10.4913,54.9736
3.7257,10.9158,54.9818
